"COUNTRY","Country","EMPSTAT","Employment status","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"JPN","Japan","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1741,,
"JPN","Japan","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1734,,
"JPN","Japan","DE","Dependent employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1724,,
"JPN","Japan","DE","Dependent employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1720,,
"JPN","Japan","DE","Dependent employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1706,,
"JPN","Japan","DE","Dependent employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1669,,
"JPN","Japan","TE","Total employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1821,,
"JPN","Japan","TE","Total employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1809,,
"JPN","Japan","TE","Total employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1798,,
"JPN","Japan","TE","Total employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1799,,
"JPN","Japan","TE","Total employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1787,,
"JPN","Japan","TE","Total employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1775,,
"JPN","Japan","TE","Total employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1784,,
"JPN","Japan","TE","Total employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1785,,
"JPN","Japan","TE","Total employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1771,,
"JPN","Japan","TE","Total employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1714,,
"JPN","Japan","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1733,,
"JPN","Japan","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1728,,
"JPN","Japan","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1745,,
"JPN","Japan","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1734,,
"JPN","Japan","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1729,,
"JPN","Japan","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1719,,
"JPN","Japan","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1714,,
"JPN","Japan","TE","Total employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1709,,
"JPN","Japan","TE","Total employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1680,,
"JPN","Japan","TE","Total employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1644,,
"KOR","Korea","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,2011,,
"KOR","Korea","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,2098,,
"KOR","Korea","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,2071,,
"KOR","Korea","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,2047,,
"KOR","Korea","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,2058,,
"KOR","Korea","DE","Dependent employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,2033,,
"KOR","Korea","DE","Dependent employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1996,,
"KOR","Korea","DE","Dependent employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1967,,
"KOR","Korea","DE","Dependent employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1957,,
"KOR","Korea","TE","Total employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,2228,,
"KOR","Korea","TE","Total employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,2174,,
"KOR","Korea","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,2163,,
"KOR","Korea","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,2136,,
"KOR","Korea","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,2119,,
"KOR","Korea","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,2106,,
"KOR","Korea","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,2076,,
"KOR","Korea","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,2083,,
"KOR","Korea","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,2068,,
"KOR","Korea","TE","Total employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,2018,,
"KOR","Korea","TE","Total employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1993,,
"KOR","Korea","TE","Total employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1967,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1605,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1589,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1585,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1581,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1580,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1560,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1559,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1570,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1570,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1520,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1522,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1521,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1513,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1505,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1507,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1515,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1513,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1506,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1506,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1505,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1602,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1586,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1581,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1579,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1578,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1550,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1552,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1566,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1567,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1517,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1517,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1515,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1508,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1503,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1506,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1514,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1513,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1507,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1506,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1506,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,2359.8,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,2340.69999999999,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,2330.3,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,2331.19999999999,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,2339.5,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,2352.9,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,2350.9,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,2336.8,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,2343.8,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,2332.4,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,2337,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,2328.3,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,2325.4,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,2334.59999999999,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,2337.3,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,2347.5,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,2347.8,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,2348.3,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,2346.59999999999,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,2335.8,,
"MEX","Mexico","TE","Total employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,2174,,
"MEX","Mexico","TE","Total employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,2146,,
"MEX","Mexico","TE","Total employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,2196,,
"MEX","Mexico","TE","Total employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,2143,,
"MEX","Mexico","TE","Total employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,2123,,
"MEX","Mexico","TE","Total employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,2105,,
"MEX","Mexico","TE","Total employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,2067,,
"MEX","Mexico","TE","Total employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,2045,,
"MEX","Mexico","TE","Total employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,2105,,
"MEX","Mexico","TE","Total employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1973,,
"MEX","Mexico","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,2150,,
"MEX","Mexico","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,2121,,
"MEX","Mexico","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,2120,,
"MEX","Mexico","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,2136,,
"MEX","Mexico","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,2134,,
"MEX","Mexico","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,2140,,
"MEX","Mexico","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,2146,,
"MEX","Mexico","TE","Total employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,2148,,
"MEX","Mexico","TE","Total employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,2149,,
"MEX","Mexico","TE","Total employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,2137,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1403,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1398,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1385,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1379,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1397,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1378,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1370,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1366,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1369,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1360,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1357,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1358,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1348,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1353,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1362,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1356,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1366,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1364,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1363,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1370,,
"NLD","Netherlands","TE","Total employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1464,,
"NLD","Netherlands","TE","Total employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1454,,
"NLD","Netherlands","TE","Total employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1436,,
"NLD","Netherlands","TE","Total employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1428,,
"NLD","Netherlands","TE","Total employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1448,,
"NLD","Netherlands","TE","Total employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1434,,
"NLD","Netherlands","TE","Total employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1430,,
"NLD","Netherlands","TE","Total employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1429,,
"NLD","Netherlands","TE","Total employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1429,,
"NLD","Netherlands","TE","Total employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1420,,
"NLD","Netherlands","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1420,,
"NLD","Netherlands","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1420,,
"NLD","Netherlands","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1411,,
"NLD","Netherlands","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1415,,
"NLD","Netherlands","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1426,,
"NLD","Netherlands","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1426,,
"NLD","Netherlands","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1437,,
"NLD","Netherlands","TE","Total employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1435,,
"NLD","Netherlands","TE","Total employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1431,,
"NLD","Netherlands","TE","Total employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1434,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1777,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1770,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1769,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1771,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1796,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1785,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1767,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1754,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1739,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1721,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1741,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1735,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1723,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1749,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1755,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1748,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1739,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1750,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1756,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1771,,
"NZL","New Zealand","TE","Total employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1836,,
"NZL","New Zealand","TE","Total employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1825,,
"NZL","New Zealand","TE","Total employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1826,,
"NZL","New Zealand","TE","Total employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1823,,
"NZL","New Zealand","TE","Total employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1830,,
"NZL","New Zealand","TE","Total employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1815,,
"NZL","New Zealand","TE","Total employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1795,,
"NZL","New Zealand","TE","Total employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1774,,
"NZL","New Zealand","TE","Total employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1761,,
"NZL","New Zealand","TE","Total employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1740,,
"NZL","New Zealand","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1755,,
"NZL","New Zealand","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1746,,
"NZL","New Zealand","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1734,,
"NZL","New Zealand","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1756,,
"NZL","New Zealand","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1757,,
"NZL","New Zealand","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1751,,
"NZL","New Zealand","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1751,,
"NZL","New Zealand","TE","Total employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1752,,
"NZL","New Zealand","TE","Total employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1754,,
"NZL","New Zealand","TE","Total employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1779,,
"NOR","Norway","TE","Total employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1456,,
"NOR","Norway","TE","Total employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1424,,
"NOR","Norway","TE","Total employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1407,,
"NOR","Norway","TE","Total employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1389,,
"NOR","Norway","TE","Total employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1405,,
"NOR","Norway","TE","Total employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1406,,
"NOR","Norway","TE","Total employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1400,,
"NOR","Norway","TE","Total employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1405,,
"NOR","Norway","TE","Total employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1407,,
"NOR","Norway","TE","Total employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1387,,
"NOR","Norway","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1395,,
"NOR","Norway","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1400,,
"NOR","Norway","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1396,,
"NOR","Norway","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1387,,
"NOR","Norway","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1389,,
"NOR","Norway","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1392,,
"NOR","Norway","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1394,,
"NOR","Norway","TE","Total employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1381,,
"NOR","Norway","TE","Total employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1383,,
"NOR","Norway","TE","Total employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1384,,
"POL","Poland","DE","Dependent employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1773,,
"POL","Poland","DE","Dependent employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1775,,
"POL","Poland","DE","Dependent employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1764,,
"POL","Poland","DE","Dependent employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1763,,
"POL","Poland","DE","Dependent employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1765,,
"POL","Poland","DE","Dependent employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1761,,
"POL","Poland","DE","Dependent employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1761,,
"POL","Poland","DE","Dependent employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1760,,
"POL","Poland","DE","Dependent employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1749,,
"POL","Poland","DE","Dependent employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1738,,
"POL","Poland","DE","Dependent employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1738,,
"POL","Poland","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1731,,
"POL","Poland","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1723,,
"POL","Poland","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1719,,
"POL","Poland","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1724,,
"POL","Poland","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1730,,
"POL","Poland","DE","Dependent employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1734,,
"POL","Poland","DE","Dependent employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1715,,
"POL","Poland","DE","Dependent employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1694,,
"POL","Poland","DE","Dependent employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1707,,
"POL","Poland","TE","Total employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1858,,
"POL","Poland","TE","Total employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1860,,
"POL","Poland","TE","Total employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1855,,
"POL","Poland","TE","Total employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1861,,
"POL","Poland","TE","Total employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1861,,
"POL","Poland","TE","Total employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1856,,
"POL","Poland","TE","Total employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1857,,
"POL","Poland","TE","Total employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1855,,
"POL","Poland","TE","Total employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1848,,
"POL","Poland","TE","Total employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1834,,
"POL","Poland","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1829,,
"POL","Poland","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1824,,
"POL","Poland","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1820,,
"POL","Poland","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1816,,
"POL","Poland","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1822,,
"POL","Poland","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1829,,
"POL","Poland","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1831,,
"POL","Poland","TE","Total employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1812,,
"POL","Poland","TE","Total employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1787,,
