Username,Vidname,Hours,Minutes,Seconds,Total
Dominika,I Kill Giants_hook_01_16x9,0,0,39,39
Dominika,Fantastic Beasts,0,0,39,39
Dominika,Winowajcy (zwiastun),0,0,39,39
Dominika,I Want You_hook_04_16x9,0,0,38,38
Dominika,El club,0,0,38,38
Dominika,My Country,0,0,38,38
Dominika,A.D. The Bible Continues,0,0,38,38
Dominika,Blockers_hook_primary_16x9,0,0,38,38
Dominika,Hall Pass_hook_primary_16x9,0,0,37,37
Dominika,SPF-18_hook_primary_16x9,0,0,37,37
Dominika,Ibiza (zwiastun),0,0,37,37
Dominika,The Princess Switch - Two Worlds Collide - WHO ARE YOU - Hook Clip,0,0,37,37
Dominika,Immortals (zwiastun),0,0,37,37
Dominika,Alexa & Katie,0,0,37,37
Dominika,Za niebieskimi drzwiami,0,0,37,37
Dominika,Część 4 (klip bonusowy nr 2),0,0,37,37
Dominika,World War Z_hook_primary_16x9,0,0,37,37
Dominika,Stranger Things 3 (zwiastun),0,0,37,37
Dominika,Christmas Under Wraps_hook_primary_16x9,0,0,36,36
Dominika,The Little Mermaid_hook_primary_16x9,0,0,36,36
Dominika,Ktoś wyjątkowy (zwiastun nr 5),0,0,36,36
Dominika,Teen Wolf,0,0,36,36
Dominika,Mgła (zwiastun),0,0,36,36
Dominika,H,0,0,36,36
Dominika,Beyond Skyline_hook_primary_16x9,0,0,36,36
Dominika,THEMIDNIGHTSKY_CLIP_MAINCHARACTER,0,0,35,35
Dominika,ADAM SANDLER 100% FRESH (teaser),0,0,35,35
Dominika,Wszechwiedzący,0,0,35,35
Dominika,Sezon 3 (teaser),0,0,34,34
Dominika,Elle & Noah,0,0,34,34
Dominika,Megamind_hook_primary_16x9,0,0,34,34
Dominika,The Other Lamb_hook_03_16x9,0,0,34,34
Dominika,Hemlock Grove,0,0,34,34
Dominika,Cesarstwo Rzymskie,0,0,34,34
Dominika,Limitless,0,0,34,34
Dominika,Grzechotnik (zwiastun),0,0,34,34
Dominika,The 5th Wave_hook_primary_16x9,0,0,34,34
Dominika,The Edge of Seventeen_hook_primary_16x9,0,0,33,33
Dominika,Nightflyers,0,0,33,33
Dominika,Polar (zwiastun),0,0,33,33
Dominika,Before I Fall_shortPreview_9x16,0,0,33,33
Dominika,Spoor_hook_primary_16x9,0,0,33,33
Dominika,DreamWorks Dragons,0,0,33,33
Dominika,Miracles from Heaven_hook_primary_16x9,0,0,33,33
Dominika,Planet Single 3_hook_01_16x9,0,0,32,32
Dominika,Switched,0,0,32,32
Dominika,Striking Vipers_Preview,0,0,32,32
Dominika,Z Nation,0,0,32,32
Dominika,Focus_hook_primary_16x9,0,0,31,31
Dominika,"Zabawa, zabawa_hook_01_16x9",0,0,31,31
Dominika,Sense and Sensibility_hook_primary_16x9,0,0,31,31
Dominika,Sezon 1 (Klip nr 6),0,0,31,31
Dominika,Life as We Know It_hook_primary_16x9,0,0,31,31
Dominika,Pamiętnik,0,0,31,31
Dominika,Ready Player One_hook_02_16x9,0,0,31,31
Dominika,Traffic Department_hook_primary_16x9,0,0,31,31
Dominika,Grizzy i lemingi,0,0,30,30
Dominika,The Dark Tower_hook_primary_16x9,0,0,30,30
Dominika,Prank Encounters (Hook,0,0,30,30
Dominika,To the Bone_shortPreview_9x16,0,0,30,30
Dominika,Shameless_hook_01_16x9,0,0,30,30
Dominika,Anihilacja (zwiastun),0,0,30,30
Dominika,Call Me by Your Name_hook_primary_16x9,0,0,29,29
Dominika,Love,0,0,29,29
Dominika,Man of Steel_hook_02_16x9,0,0,29,29
Dominika,W cieniu księżyca (zwiastun),0,0,29,29
Dominika,Le Bazar de la Charité,0,0,29,29
Dominika,Mirage_hook_primary_16x9,0,0,29,29
Dominika,Welcome to Nairobi's Team,0,0,29,29
Dominika,W śnieżną noc (zwiastun),0,0,29,29
Dominika,Klip nr 1,0,0,28,28
Dominika,Wielka konfrontacja,0,0,28,28
Dominika,The Feels_hook_primary_16x9,0,0,28,28
Dominika,Two Weeks Notice_hook_primary_16x9,0,0,28,28
Dominika,La casa de papel,0,0,28,28
Dominika,Terminator Genisys_hook_primary_16x9,0,0,28,28
Dominika,The Age of Adaline_hook_primary_16x9,0,0,28,28
Dominika,Nasza planeta,0,0,27,27
Dominika,Sezon 2 (teaser),0,0,27,27
Dominika,Zaćma,0,0,27,27
Dominika,Skyscraper_hook_primary_16x9,0,0,27,27
Dominika,Opiekunka (zwiastun),0,0,27,27
Dominika,Wynajmij sobie chłopaka (zwiastun),0,0,27,27
Dominika,Big Fish_hook_01_16x9,0,0,27,27
Dominika,How It Ends (zwiastun),0,0,27,27
Dominika,Seven_Autohook_2_16x9,0,0,27,27
Dominika,Chwyć życie za włosy (zwiastun),0,0,26,26
Dominika,Jak romantycznie! (zwiastun),0,0,26,26
Dominika,How I Became a Gangster_hook_05_16x9,0,0,26,26
Dominika,Marco Polo (zwiastun),0,0,26,26
Dominika,Rany (zwiastun),0,0,26,26
Dominika,Jestem matką (zwiastun),0,0,26,26
Dominika,Chce się żyć,0,0,26,26
Dominika,Miracle in Cell No. 7_hook_02_16x9,0,0,26,26
Dominika,Jego ostatnie życzenie (zwiastun),0,0,26,26
Dominika,Harry Potter and the Deathly Hallows,0,0,25,25
Dominika,Apartment_hook_primary_16x9,0,0,25,25
Dominika,Shameless_hook_05_16x9,0,0,25,25
Dominika,Fighter_hook_02_16x9,0,0,25,25
Dominika,Merlin,0,0,25,25
Dominika,Nowe legendy o Małpim Królu (zwiastun),0,0,25,25
Dominika,Fifty Shades of Black_hook_primary_16x9,0,0,24,24
Dominika,Jurassic World Camp Cretaceous,0,0,24,24
Dominika,Black Sails,0,0,24,24
Dominika,Sense8 (zwiastun),0,0,24,24
Dominika,MINDHUNTER,0,0,24,24
Dominika,Guess who's back,0,0,24,24
Dominika,Po pierwsze przeżyć (zwiastun),0,0,24,24
Dominika,Paradise PD (zwiastun),0,0,24,24
Dominika,Godless (zwiastun),0,0,24,24
Dominika,Rzymskie dziewczyny,0,0,24,24
Dominika,ACALIFORNIACHRISTMAS_CLIP_PLOT,0,0,23,23
Dominika,Jak sprzedawać dragi w sieci (szybko),0,0,23,23
Dominika,Battleship_hook_primary_16x9,0,0,23,23
Dominika,Gone Girl_hook_primary_16x9,0,0,23,23
Dominika,Mamma Mia!_hook_primary_16x9,0,0,23,23
Dominika,The Spiral_hook_04_16x9,0,0,23,23
Dominika,Ładunek (zwiastun),0,0,23,23
Dominika,GO! Niezapomniana impreza (zwiastun),0,0,23,23
Dominika,Co wydarzyło się do tej pory,0,0,23,23
Dominika,7 Emotions_hook_05_16x9,0,0,23,23
Dominika,"Do wszystkich chłopców, których kochałam (zwiastun)",0,0,23,23
Dominika,Honey 2_hook_primary_16x9,0,0,22,22
Dominika,My Husband Won’t Fit,0,0,22,22
Dominika,Chesapeake Shores,0,0,22,22
Dominika,Ares (zwiastun),0,0,22,22
Dominika,Bloodride (zwiastun),0,0,22,22
Dominika,Transformers_hook_primary_16x9,0,0,21,21
Dominika,Trinkets,0,0,21,21
Dominika,Sezon 1 (Klip nr 4),0,0,21,21
Dominika,Apostoł (zwiastun),0,0,21,21
Dominika,Knowing_hook_01_16x9,0,0,21,21
Dominika,Safe Haven_hook_primary_16x9,0,0,21,21
Dominika,Memories of the Alhambra,0,0,21,21
Dominika,Daddy's Home_hook_primary_16x9,0,0,20,20
Dominika,How I Became a Gangster_hook_02_16x9,0,0,20,20
Dominika,Borderliner (zwiastun),0,0,20,20
Dominika,Mad Max,0,0,20,20
Dominika,He's Just Not That Into You_hook_primary_16x9,0,0,20,20
Dominika,Bad boy_hook_01_16x9,0,0,20,20
Dominika,The Impossible_hook_primary_16x9,0,0,20,20
Dominika,Część 4 (zwiastun nr 3),0,0,20,20
Dominika,Illang,0,0,20,20
Dominika,Wonder_hook_primary_16x9,0,0,20,20
Dominika,Aloha_hook_04_16x9,0,0,20,20
Dominika,Klip bonusowy nr 2,0,0,20,20
Dominika,Świąteczny książę,0,0,20,20
Dominika,Mayday_hook_01_16x9,0,0,19,19
Dominika,Szukając diagnozy (zwiastun),0,0,19,19
Dominika,Suits,0,0,19,19
Dominika,Safe House_hook_primary_16x9,0,0,19,19
Dominika,The High Frontier_hook_primary_16x9,0,0,19,19
Dominika,Ostatni skok w historii USA (zwiastun),0,0,19,19
Dominika,Już nie żyjesz,0,0,19,19
Dominika,Strzelec (zwiastun),0,0,19,19
Dominika,Midnight in Paris_hook_primary_16x9,0,0,19,19
Dominika,Bum!,0,0,19,19
Dominika,The Valhalla Murders (zwiastun),0,0,19,19
Dominika,The Shannara Chronicles,0,0,19,19
Dominika,The Age of Adaline_hook_01_16x9,0,0,19,19
Dominika,Travelers,0,0,19,19
Dominika,Szkoła dla elity,0,0,18,18
Dominika,About Last Night_hook_primary_16x9,0,0,18,18
Dominika,One Spring Night,0,0,18,18
Dominika,I Am a Killer_hook_primary_16x9,0,0,18,18
Dominika,Breaking Bad,0,0,18,18
Dominika,How I Became a Gangster_hook_03_16x9,0,0,18,18
Dominika,Love_hook_01_16x9,0,0,18,18
Dominika,Igrzyska śmierci,0,0,18,18
Dominika,Day of the Dead,0,0,18,18
Dominika,Nieoszlifowane diamenty (zwiastun),0,0,18,18
Dominika,Between (zwiastun),0,0,18,18
Dominika,The Lost City of Z_hook_02_16x9,0,0,18,18
Dominika,Mob Psycho 100 (zwiastun),0,0,18,18
Dominika,Shaft (zwiastun),0,0,18,18
Dominika,Rules Don't Apply_hook_02_16x9,0,0,18,18
Dominika,Case 39_hook_primary_16x9,0,0,17,17
Dominika,Paryż jest nasz (zwiastun),0,0,17,17
Dominika,The Last Airbender_hook_primary_16x9,0,0,17,17
Dominika,Arthdal Chronicles,0,0,17,17
Dominika,The King_shortpreview_9x16,0,0,17,17
Dominika,Charlie and the Chocolate Factory_hook_primary_16x9,0,0,17,17
Dominika,Baby Driver_hook_01_16x9,0,0,16,16
Dominika,The Bucket List_hook_primary_16x9,0,0,16,16
Dominika,Lucifer,0,0,16,16
Dominika,Norbit_hook_04_16x9,0,0,16,16
Dominika,Made of Honor_hook_primary_16x9,0,0,16,16
Dominika,Double World_hook_04_16x9,0,0,16,16
Dominika,Skins,0,0,16,16
Dominika,Aloha,0,0,16,16
Dominika,Tajemnica,0,0,16,16
Dominika,Planet Single 3_hook_primary_16x9,0,0,16,16
Dominika,Orbiter 9 (zwiastun),0,0,16,16
Dominika,The Condemned 2_hook_primary_16x9,0,0,16,16
Dominika,Kiss & Cry_hook_primary_16x9,0,0,16,16
Dominika,Altered Carbon,0,0,16,16
Dominika,Christmas Made To Order_hook_03_16x9,0,0,15,15
Dominika,BOŻE CIAŁO_hook_03_16x9,0,0,15,15
Dominika,My Christmas Inn_hook_02_16x9,0,0,15,15
Dominika,Nina_hook_03_16x9,0,0,15,15
Dominika,Dilwale_hook_primary_16x9,0,0,15,15
Dominika,Knocked Up_hook_primary_16x9,0,0,15,15
Dominika,Queen of the South,0,0,15,15
Dominika,3% (zwiastun),0,0,15,15
Dominika,A.X.L._hook_primary_16x9,0,0,15,15
Dominika,Niewidzialny Strażnik,0,0,15,15
Dominika,Nie ma drugiej takiej (zwiastun),0,0,15,15
Dominika,Bumper,0,0,15,15
Dominika,Zwiastun nr 1,0,0,14,14
Dominika,Klip nr 3,0,0,14,14
Dominika,The Secret,0,0,14,14
Dominika,Sezon 1 (Klip nr 1),0,0,14,14
Dominika,Sezon 1 (Klip nr 2),0,0,14,14
Dominika,CZARNY MERCEDES_hook_primary_16x9,0,0,14,14
Dominika,Shooter_hook_primary_16x9,0,0,14,14
Dominika,Sezon 1 (zwiastun nr 1),0,0,14,14
Dominika,Warsaw by Night_hook_01_16x9,0,0,14,14
Dominika,Kochaj_hook_03_16x9,0,0,14,14
Dominika,The Walking Dead,0,0,14,14
Dominika,Homeland,0,0,14,14
Dominika,Successful Woman_hook_01_16x9,0,0,14,14
Dominika,La Forêt,0,0,14,14
Dominika,When Calls the Heart,0,0,14,14
Dominika,Wędrująca Ziemia (zwiastun),0,0,14,14
Dominika,Good Witch,0,0,14,14
Dominika,Too Hot to Handle S1 (Rich Hook 2),0,0,14,14
Dominika,Trauma (zwiastun),0,0,14,14
Dominika,Dom otwarty (zwiastun),0,0,14,14
Dominika,Land of the Lost_hook_04_16x9,0,0,14,14
Dominika,The Ghost Bride,0,0,14,14
Dominika,Bleach (zwiastun),0,0,14,14
Dominika,London Has Fallen_hook_primary_16x9,0,0,14,14
Dominika,IO (zwiastun),0,0,14,14
Dominika,Thieves of the Wood,0,0,14,14
Dominika,Dance Academy,0,0,14,14
Dominika,Pitbull,0,0,14,14
Dominika,Wolfblood,0,0,14,14
Dominika,Świąteczny rycerz (zwiastun),0,0,13,13
Dominika,Ali się żeni (zwiastun),0,0,13,13
Dominika,Doomsday_hook_03_16x9,0,0,13,13
Dominika,Playground_hook_primary_16x9,0,0,13,13
Dominika,Teaser,0,0,13,13
Dominika,Errementari,0,0,13,13
Dominika,Jack Ryan,0,0,13,13
Dominika,13 przykazań (zwiastun),0,0,13,13
Dominika,Priest_hook_primary_16x9,0,0,13,13
Dominika,Wybory Paytona Hobarta,0,0,13,13
Dominika,Castlevania,0,0,13,13
Dominika,The Lost City of Z_hook_01_16x9,0,0,13,13
Dominika,The Roommate_hook_primary_16x9,0,0,13,13
Dominika,Troy,0,0,13,13
Dominika,Tryb samolotowy (zwiastun),0,0,13,13
Dominika,TUDOBEMNONATALQUEVEM_CLIP_PLOT,0,0,12,12
Dominika,Norsemen,0,0,12,12
Dominika,Dziewczyna we mgle,0,0,12,12
Dominika,Lasting_hook_03_16x9,0,0,12,12
Dominika,Nie zważając na nic (zwiastun),0,0,12,12
Dominika,Blended_hook_primary_16x9,0,0,12,12
Dominika,Step Up_hook_primary_16x9,0,0,12,12
Dominika,Cold War_hook_primary_16x9,0,0,12,12
Dominika,Crazy Rich Asians_hook_primary_16x9,0,0,12,12
Dominika,Sand Castle (zwiastun),0,0,12,12
Dominika,Spectral (zwiastun),0,0,12,12
Dominika,Botocs_hook_02_16x9,0,0,12,12
Dominika,Clash of the Titans_hook_primary_16x9,0,0,12,12
Dominika,Dziewczyny ze Lwowa,0,0,11,11
Dominika,Watchmen_hook_primary_16x9,0,0,11,11
Dominika,W samym sercu morza,0,0,11,11
Dominika,How Do You Know_hook_primary_16x9,0,0,11,11
Dominika,How to Lose a Guy in 10 Days_Manualhook_7_16x9,0,0,11,11
Dominika,Sezon 1 (klip bonusowy),0,0,11,11
Dominika,Trump,0,0,11,11
Dominika,1983 (Teaser),0,0,11,11
Dominika,Sex and the City,0,0,11,11
Dominika,The Last Family_hook_primary_16x9,0,0,11,11
Dominika,Alien Warfare_hook_02_16x9,0,0,11,11
Dominika,Życie bez pozwolenia,0,0,11,11
Dominika,Zamiana z księżniczką (zwiastun nr 2),0,0,11,11
Dominika,The Purge_hook_03_16x9,0,0,11,11
Dominika,300,0,0,11,11
Dominika,#realityhigh (zwiastun nr 2),0,0,10,10
Dominika,Córki dancingu,0,0,10,10
Dominika,Elisa i Marcela (zwiastun),0,0,10,10
Dominika,Abyss,0,0,10,10
Dominika,Zenek_hook_04_16x9,0,0,10,10
Dominika,Pod słońcem Riccione (zwiastun),0,0,10,10
Dominika,Zenek_hook_02_16x9,0,0,10,10
Dominika,Grand Hotel,0,0,10,10
Dominika,Dark Shadows_hook_primary_16x9,0,0,10,10
Dominika,To Kill a Beaver_hook_01_16x9,0,0,10,10
Dominika,Planet Single 2_hook_02_16x9,0,0,10,10
Dominika,Death Note_hook_primary_16x9,0,0,10,10
Dominika,Swept Away_hook_primary_16x9,0,0,10,10
Dominika,Uciszyć zło (zwiastun),0,0,10,10
Dominika,Cud w celi nr 7,0,0,10,10
Dominika,Deliver Us from Evil_hook_04_16x9,0,0,10,10
Dominika,Doom_hook_primary_16x9,0,0,10,10
Dominika,Everything Sucks! (zwiastun),0,0,10,10
Dominika,Naomi and Ely's No Kiss List_hook_primary_16x9,0,0,10,10
Dominika,Klip bonusowy nr 1,0,0,10,10
Dominika,Historia małżeńska (zwiastun),0,0,10,10
Dominika,Miss Americana,0,0,10,10
Dominika,Grown Ups 2_hook_primary_16x9,0,0,9,9
Dominika,Get Hard_hook_01_16x9,0,0,9,9
Dominika,Sezon 1 (Klip nr 5),0,0,9,9
Dominika,Plan na kwarantannę (zwiastun),0,0,9,9
Dominika,Czego pragną mężczyźni,0,0,9,9
Dominika,Tune in for Love (zwiastun),0,0,9,9
Dominika,Crazy Ex-Girlfriend,0,0,9,9
Dominika,Inception_hook_primary_16x9,0,0,9,9
Dominika,The Kissing Booth (zwiastun),0,0,9,9
Dominika,Life Feels Good_hook_primary_16x9,0,0,9,9
Dominika,Planet Single 2_hook_primary_16x9,0,0,9,9
Dominika,How I Became a Gangster_hook_primary_16x9,0,0,9,9
Dominika,The Curious Case of Benjamin Button_hook_primary_16x9,0,0,9,9
Dominika,Caliphate,0,0,9,9
Dominika,Sekretna miłość (zwiastun),0,0,9,9
Dominika,Kiss Me First,0,0,9,9
Dominika,Bad boy_hook_primary_16x9,0,0,9,9
Dominika,Proceder_hook_05_16x9,0,0,9,9
Dominika,A Cure for Wellness_hook_primary_16x9,0,0,9,9
Dominika,Rumor Has It_hook_05_16x9,0,0,9,9
Dominika,Clergy_hook_primary_16x9,0,0,9,9
Dominika,Sierra Burgess jest przegrywem (zwiastun),0,0,9,9
Dominika,American Pie Presents,0,0,9,9
Dominika,13 Going on 30_hook_primary_16x9,0,0,9,9
Dominika,Victorious,0,0,9,9
Dominika,Full Out 2,0,0,8,8
Dominika,Bronx (zwiastun),0,0,8,8
Dominika,Shark Tale_hook_primary_16x9,0,0,8,8
Dominika,TAU,0,0,8,8
Dominika,Valerian and the City of a Thousand Planets_hook_primary_16x9,0,0,8,8
Dominika,Against All Odds_hook_primary_16x9,0,0,8,8
Dominika,Selfie 69_hook_primary_16x9,0,0,8,8
Dominika,Just Go With It_hook_primary_16x9,0,0,8,8
Dominika,How I Met Your Mother,0,0,8,8
Dominika,Glee,0,0,8,8
Dominika,Arctic_hook_05_16x9,0,0,8,8
Dominika,Planeta Singli_hook_02_16x9,0,0,8,8
Dominika,The Blacklist,0,0,8,8
Dominika,How I Became a Gangster_hook_01_16x9,0,0,8,8
Dominika,The Possession of Hannah Grace_hook_01_16x9,0,0,8,8
Dominika,Show Dogs_hook_04_16x9,0,0,8,8
Dominika,Słodki listopad,0,0,8,8
Dominika,iZombie,0,0,8,8
Dominika,"7 rzeczy, ktorych nie wiecie o facetach_hook_primary_16x9",0,0,8,8
Dominika,Chambers,0,0,8,8
Dominika,When the Bough Breaks_hook_primary_16x9,0,0,8,8
Dominika,Paranormalne doświadczenia (zwiastun),0,0,8,8
Dominika,Najpierw zabili mojego ojca (zwiastun),0,0,8,8
Dominika,Unorthodox – za kulisami (Klip),0,0,8,8
Dominika,Into the Storm_hook_04_16x9,0,0,8,8
Dominika,The Purge_hook_02_16x9,0,0,8,8
Dominika,Inferno_hook_primary_16x9,0,0,8,8
Dominika,The Rebound_hook_primary_16x9,0,0,8,8
Dominika,Take Me Home Tonight_hook_primary_16x9,0,0,8,8
Dominika,Thematic trailer 1,0,0,8,8
Dominika,Fifty Shades of Black,0,0,8,8
Dominika,Zodiac_hook_04_16x9,0,0,7,7
Dominika,We're the Millers_hook_primary_16x9,0,0,7,7
Dominika,Seven Years in Tibet_hook_primary_16x9,0,0,7,7
Dominika,LEGO® PRZYGODA 2,0,0,7,7
Dominika,Baby Driver_hook_05_16x9,0,0,7,7
Dominika,The Other Boleyn Girl_hook_primary_16x9,0,0,7,7
Dominika,Arés_hook_primary_16x9,0,0,7,7
Dominika,Baby,0,0,7,7
Dominika,Sherlock Holmes,0,0,7,7
Dominika,Sezon 1,0,0,7,7
Dominika,This Is 40_hook_03_16x9,0,0,7,7
Dominika,Drzewo krwi (zwiastun),0,0,7,7
Dominika,Tips for Cheating_hook_01_16x9,0,0,7,7
Dominika,Designated Survivor,0,0,7,7
Dominika,Pitbull Last Dog_hook_02_16x9,0,0,7,7
Dominika,Foreign Body_hook_primary_16x9,0,0,7,7
Dominika,Beyond Stranger Things,0,0,7,7
Dominika,Wkręceni 2_hook_primary_16x9,0,0,7,7
Dominika,"10,000 B.C._hook_02_16x9",0,0,7,7
Dominika,Anatomy Of Evil_hook_03_16x9,0,0,7,7
Dominika,Blood Diamond_hook_primary_16x9,0,0,7,7
Dominika,Step Up_hook_01_16x9,0,0,7,7
Dominika,Van Helsing (zwiastun),0,0,7,7
Dominika,Hot Girls Wanted (zwiastun),0,0,7,7
Dominika,Cam ,0,0,7,7
Dominika,Leila,0,0,7,7
Dominika,Anne with an E,0,0,7,7
Dominika,Greenhouse Academy,0,0,7,7
Dominika,Dance with Me_hook_primary_16x9,0,0,7,7
Dominika,Annihilation_hook_primary_16x9,0,0,7,7
Dominika,Swatamy swoich szefów (zwiastun),0,0,7,7
Dominika,Tips for Cheating_hook_primary_16x9,0,0,7,7
Dominika,Ziemia nocą (zwiastun),0,0,7,7
Dominika,Alexa i Katie,0,0,7,7
Dominika,Coach Carter_hook_primary_16x9,0,0,6,6
Dominika,Anon (zwiastun),0,0,6,6
Dominika,Spirit Riding Free,0,0,6,6
Dominika,Jinn,0,0,6,6
Dominika,About a Boy_hook_primary_16x9,0,0,6,6
Dominika,The Bounty Hunter_hook_primary_16x9,0,0,6,6
Dominika,Biała jak śnieg,0,0,6,6
Dominika,"Dark, Almost Night_hook_01_16x9",0,0,6,6
Dominika,Bez wstydu,0,0,6,6
Dominika,Irreplaceable You_ShortPreview_9x16,0,0,6,6
Dominika,Upgrade_hook_primary_16x9,0,0,6,6
Dominika,Warsaw by Night_hook_02_16x9,0,0,6,6
Dominika,Venom_hook_primary_16x9,0,0,6,6
Dominika,Fifty Shades Freed_hook_primary_16x9,0,0,6,6
Dominika,A Grain of Truth_hook_primary_16x9,0,0,6,6
Dominika,Związki,0,0,6,6
Dominika,Look Who's Back_hook_primary_16x9,0,0,6,6
Dominika,Kluseczka (zwiastun),0,0,6,6
Dominika,Resident Evil,0,0,6,6
Dominika,2012_hook_primary_16x9,0,0,6,6
Dominika,Rich Hook 1,0,0,6,6
Dominika,Nowhere Boys,0,0,6,6
Dominika,Black Spot,0,0,6,6
Dominika,Colombiana_hook_primary_16x9,0,0,6,6
Dominika,Zwiastun nr 4,0,0,6,6
Dominika,Stranger Things 3 (,0,0,6,6
Dominika,Klip bonusowy nr 4,0,0,6,6
Dominika,The Physician_hook_primary_16x9,0,0,6,6
Dominika,Easy A_hook_primary_16x9,0,0,6,6
Dominika,Women of Mafia_hook_01_16x9,0,0,6,6
Dominika,Brooklyn Nine-Nine,0,0,5,5
Dominika,Część 1 (teaser),0,0,5,5
Dominika,Spoor_hook_01_16x9,0,0,5,5
Dominika,Teaser nr 2,0,0,5,5
Dominika,The Queen's Gambit,0,0,5,5
Dominika,Toc Toc_hook_primary_16x9,0,0,5,5
Dominika,The School Nurse Files,0,0,5,5
Dominika,Season 1 Hook 2,0,0,5,5
Dominika,Out of Africa_hook_primary_16x9,0,0,5,5
Dominika,Land of the Lost,0,0,5,5
Dominika,"Felix, Net i Nika oraz teoretycznie możliwa katastrofa",0,0,5,5
Dominika,I'm in Love with a Church Girl_hook_primary_16x9,0,0,5,5
Dominika,Powrót do eks,0,0,5,5
Dominika,Was It Love?,0,0,5,5
Dominika,Bird Talk_hook_04_16x9,0,0,5,5
Dominika,Dirty Dancing_hook_01_16x9,0,0,5,5
Dominika,Git_hook_02_16x9,0,0,5,5
Dominika,Szczęście świata_hook_04_16x9,0,0,5,5
Dominika,Kaliber (zwiastun),0,0,5,5
Dominika,Kochaj_hook_05_16x9,0,0,5,5
Dominika,Into the Storm_hook_05_16x9,0,0,5,5
Dominika,Black Summer,0,0,5,5
Dominika,Knowing_hook_primary_16x9,0,0,5,5
Dominika,Sezon 1 — Zwiastun nr 2,0,0,5,5
Dominika,Ozark (zwiastun),0,0,5,5
Dominika,"Przyczajony tygrys, ukryty smok — miecz przeznaczenia (zwiastun)",0,0,5,5
Dominika,The Royal House of Windsor,0,0,5,5
Dominika,The Lord of the Rings,0,0,5,5
Dominika,Edha,0,0,5,5
Dominika,Requiem,0,0,5,5
Dominika,Spirit,0,0,5,5
Dominika,Convoy_hook_02_16x9,0,0,5,5
Dominika,The Affair,0,0,5,5
Dominika,Nago (zwiastun),0,0,5,5
Dominika,Kochaj_hook_04_16x9,0,0,5,5
Dominika,Shot Caller_hook_primary_16x9,0,0,5,5
Dominika,Orphan Black (zwiastun),0,0,5,5
Dominika,The Stranger,0,0,5,5
Dominika,Jumanji,0,0,5,5
Dominika,Jestem mordercą,0,0,5,5
Dominika,Irreplaceable You_hook_02_16x9,0,0,4,4
Dominika,Portrait Product Preview,0,0,4,4
Dominika,VIRGINRIVER_S2_CLIP_CLIFFHANGER,0,0,4,4
Dominika,The Alienist,0,0,4,4
Dominika,Basic Instinct_hook_primary_16x9,0,0,4,4
Dominika,Duchy moich byłych,0,0,4,4
Dominika,Gęsia skórka 2,0,0,4,4
Dominika,Soundtrack,0,0,4,4
Dominika,Świąteczny kalendarz (zwiastun),0,0,4,4
Dominika,Meet Joe Black_hook_02_16x9,0,0,4,4
Dominika,Wojenne dziewczyny,0,0,4,4
Dominika,Część 2 (zwiastun),0,0,4,4
Dominika,Cobra Kai,0,0,4,4
Dominika,Stranger Things 3 (zwiastun nr 2),0,0,4,4
Dominika,Bad Boy,0,0,4,4
Dominika,A Korean Odyssey (zwiastun),0,0,4,4
Dominika,Ostatnie pietro,0,0,4,4
Dominika,Po Prostu Przyjaźń_hook_primary_16x9,0,0,4,4
Dominika,Grace i Frankie,0,0,4,4
Dominika,You,0,0,4,4
Dominika,Love 101,0,0,4,4
Dominika,Bird Talk_hook_01_16x9,0,0,4,4
Dominika,The Frankenstein Chronicles,0,0,4,4
Dominika,Pełne morze,0,0,4,4
Dominika,The Red Spider_hook_05_16x9,0,0,4,4
Dominika,Rip Tide_hook_primary_16x9,0,0,4,4
Dominika,Realms_hook_primary_16x9,0,0,4,4
Dominika,Holistyczna agencja detektywistyczna Dirka Gently'ego (zwiastun),0,0,4,4
Dominika,Gokarty (zwiastun),0,0,4,4
Dominika,Unbroken_hook_primary_16x9,0,0,4,4
Dominika,Ibiza_hook_01_16x9,0,0,4,4
Dominika,H2O,0,0,4,4
Dominika,Plan B_hook_05_16x9,0,0,4,4
Dominika,The Next Three Days_hook_primary_16x9,0,0,4,4
Dominika,Valentine's Day_hook_01_16x9,0,0,4,4
Dominika,The Dark Knight Rises_hook_primary_16x9,0,0,4,4
Dominika,Friends with Benefits_hook_primary_16x9,0,0,4,4
Dominika,Eli (zwiastun),0,0,4,4
Dominika,The Laundromat_shortpreview_9x16,0,0,4,4
Dominika,Legion,0,0,4,4
Dominika,Tips for Cheating_hook_03_16x9,0,0,4,4
Dominika,Sezon 6 (zwiastun),0,0,4,4
Dominika,Twój na zawsze,0,0,4,4
Dominika,Plan B,0,0,3,3
Dominika,Księżniczka mafii,0,0,3,3
Dominika,GANTZ,0,0,3,3
Dominika,Pulp Fiction,0,0,3,3
Dominika,Święta na Alasce,0,0,2,2
Dominika,Trener,0,0,2,2
Dominika,Mała Szwajcaria,0,0,2,2
Dominika,My First First Love,0,0,2,2
Dominika,Ziemia. Niezwykły dzień z życia planety,0,0,2,2
Dominika,Facet na święta,0,0,1,1
Dominika,Zagłada,0,0,1,1
