Entity,Code,Date,international_travel_controls
Democratic Republic of Congo,COD,2020-01-12,0
Democratic Republic of Congo,COD,2020-01-13,0
Democratic Republic of Congo,COD,2020-01-14,0
Democratic Republic of Congo,COD,2020-01-15,0
Democratic Republic of Congo,COD,2020-01-16,0
Democratic Republic of Congo,COD,2020-01-17,0
Democratic Republic of Congo,COD,2020-01-18,0
Democratic Republic of Congo,COD,2020-01-19,0
Democratic Republic of Congo,COD,2020-01-20,0
Democratic Republic of Congo,COD,2020-01-21,0
Democratic Republic of Congo,COD,2020-01-22,0
Democratic Republic of Congo,COD,2020-01-23,0
Democratic Republic of Congo,COD,2020-01-24,0
Democratic Republic of Congo,COD,2020-01-25,0
Democratic Republic of Congo,COD,2020-01-26,0
Democratic Republic of Congo,COD,2020-01-27,0
Democratic Republic of Congo,COD,2020-01-28,0
Democratic Republic of Congo,COD,2020-01-29,0
Democratic Republic of Congo,COD,2020-01-30,0
Democratic Republic of Congo,COD,2020-01-31,0
Democratic Republic of Congo,COD,2020-02-01,0
Democratic Republic of Congo,COD,2020-02-02,0
Democratic Republic of Congo,COD,2020-02-03,0
Democratic Republic of Congo,COD,2020-02-04,0
Democratic Republic of Congo,COD,2020-02-05,0
Democratic Republic of Congo,COD,2020-02-06,0
Democratic Republic of Congo,COD,2020-02-07,0
Democratic Republic of Congo,COD,2020-02-08,0
Democratic Republic of Congo,COD,2020-02-09,0
Democratic Republic of Congo,COD,2020-02-10,0
Democratic Republic of Congo,COD,2020-02-11,0
Democratic Republic of Congo,COD,2020-02-12,0
Democratic Republic of Congo,COD,2020-02-13,0
Democratic Republic of Congo,COD,2020-02-14,0
Democratic Republic of Congo,COD,2020-02-15,0
Democratic Republic of Congo,COD,2020-02-16,0
Democratic Republic of Congo,COD,2020-02-17,0
Democratic Republic of Congo,COD,2020-02-18,0
Democratic Republic of Congo,COD,2020-02-19,0
Democratic Republic of Congo,COD,2020-02-20,1
Democratic Republic of Congo,COD,2020-02-21,1
Democratic Republic of Congo,COD,2020-02-22,1
Democratic Republic of Congo,COD,2020-02-23,1
Democratic Republic of Congo,COD,2020-02-24,1
Democratic Republic of Congo,COD,2020-02-25,1
Democratic Republic of Congo,COD,2020-02-26,1
Democratic Republic of Congo,COD,2020-02-27,1
Democratic Republic of Congo,COD,2020-02-28,1
Democratic Republic of Congo,COD,2020-02-29,1
Democratic Republic of Congo,COD,2020-03-01,1
Democratic Republic of Congo,COD,2020-03-02,1
Democratic Republic of Congo,COD,2020-03-03,1
Democratic Republic of Congo,COD,2020-03-04,1
Democratic Republic of Congo,COD,2020-03-05,1
Democratic Republic of Congo,COD,2020-03-06,2
Democratic Republic of Congo,COD,2020-03-07,2
Democratic Republic of Congo,COD,2020-03-08,2
Democratic Republic of Congo,COD,2020-03-09,2
Democratic Republic of Congo,COD,2020-03-10,2
Democratic Republic of Congo,COD,2020-03-11,2
Democratic Republic of Congo,COD,2020-03-12,2
Democratic Republic of Congo,COD,2020-03-13,2
Democratic Republic of Congo,COD,2020-03-14,2
Democratic Republic of Congo,COD,2020-03-15,2
Democratic Republic of Congo,COD,2020-03-16,2
Democratic Republic of Congo,COD,2020-03-17,2
Democratic Republic of Congo,COD,2020-03-18,2
Democratic Republic of Congo,COD,2020-03-19,2
Democratic Republic of Congo,COD,2020-03-20,3
Democratic Republic of Congo,COD,2020-03-21,3
Democratic Republic of Congo,COD,2020-03-22,3
Democratic Republic of Congo,COD,2020-03-23,3
Democratic Republic of Congo,COD,2020-03-24,4
Democratic Republic of Congo,COD,2020-03-25,4
Democratic Republic of Congo,COD,2020-03-26,4
Democratic Republic of Congo,COD,2020-03-27,4
Democratic Republic of Congo,COD,2020-03-28,4
Democratic Republic of Congo,COD,2020-03-29,4
Democratic Republic of Congo,COD,2020-03-30,4
Democratic Republic of Congo,COD,2020-03-31,4
Democratic Republic of Congo,COD,2020-04-01,4
Democratic Republic of Congo,COD,2020-04-02,4
Democratic Republic of Congo,COD,2020-04-03,4
Democratic Republic of Congo,COD,2020-04-04,4
Democratic Republic of Congo,COD,2020-04-05,4
Democratic Republic of Congo,COD,2020-04-06,4
Democratic Republic of Congo,COD,2020-04-07,4
Democratic Republic of Congo,COD,2020-04-08,4
Democratic Republic of Congo,COD,2020-04-09,4
Democratic Republic of Congo,COD,2020-04-10,4
Democratic Republic of Congo,COD,2020-04-11,4
Democratic Republic of Congo,COD,2020-04-12,4
Democratic Republic of Congo,COD,2020-04-13,4
Democratic Republic of Congo,COD,2020-04-14,4
Democratic Republic of Congo,COD,2020-04-15,4
Democratic Republic of Congo,COD,2020-04-16,4
Democratic Republic of Congo,COD,2020-04-17,4
Democratic Republic of Congo,COD,2020-04-18,4
Democratic Republic of Congo,COD,2020-04-19,4
Democratic Republic of Congo,COD,2020-04-20,4
Democratic Republic of Congo,COD,2020-04-21,4
Democratic Republic of Congo,COD,2020-04-22,4
Democratic Republic of Congo,COD,2020-04-23,4
Democratic Republic of Congo,COD,2020-04-24,4
Democratic Republic of Congo,COD,2020-04-25,4
Democratic Republic of Congo,COD,2020-04-26,4
Democratic Republic of Congo,COD,2020-04-27,4
Democratic Republic of Congo,COD,2020-04-28,4
Democratic Republic of Congo,COD,2020-04-29,4
Democratic Republic of Congo,COD,2020-04-30,4
Democratic Republic of Congo,COD,2020-05-01,4
Democratic Republic of Congo,COD,2020-05-02,4
Democratic Republic of Congo,COD,2020-05-03,4
Democratic Republic of Congo,COD,2020-05-04,4
Democratic Republic of Congo,COD,2020-05-05,4
Democratic Republic of Congo,COD,2020-05-06,4
Democratic Republic of Congo,COD,2020-05-07,4
Democratic Republic of Congo,COD,2020-05-08,4
Democratic Republic of Congo,COD,2020-05-09,4
Democratic Republic of Congo,COD,2020-05-10,4
Democratic Republic of Congo,COD,2020-05-11,4
Democratic Republic of Congo,COD,2020-05-12,4
Democratic Republic of Congo,COD,2020-05-13,4
Democratic Republic of Congo,COD,2020-05-14,4
Democratic Republic of Congo,COD,2020-05-15,4
Democratic Republic of Congo,COD,2020-05-16,4
Democratic Republic of Congo,COD,2020-05-17,4
Democratic Republic of Congo,COD,2020-05-18,4
Democratic Republic of Congo,COD,2020-05-19,4
Democratic Republic of Congo,COD,2020-05-20,4
Democratic Republic of Congo,COD,2020-05-21,4
Democratic Republic of Congo,COD,2020-05-22,4
Democratic Republic of Congo,COD,2020-05-23,4
Democratic Republic of Congo,COD,2020-05-24,4
Democratic Republic of Congo,COD,2020-05-25,4
Democratic Republic of Congo,COD,2020-05-26,4
Democratic Republic of Congo,COD,2020-05-27,4
Democratic Republic of Congo,COD,2020-05-28,4
Democratic Republic of Congo,COD,2020-05-29,4
Democratic Republic of Congo,COD,2020-05-30,4
Democratic Republic of Congo,COD,2020-05-31,4
Democratic Republic of Congo,COD,2020-06-01,4
Democratic Republic of Congo,COD,2020-06-02,4
Democratic Republic of Congo,COD,2020-06-03,4
Democratic Republic of Congo,COD,2020-06-04,4
Democratic Republic of Congo,COD,2020-06-05,4
Democratic Republic of Congo,COD,2020-06-06,4
Democratic Republic of Congo,COD,2020-06-07,4
Democratic Republic of Congo,COD,2020-06-08,4
Democratic Republic of Congo,COD,2020-06-09,4
Democratic Republic of Congo,COD,2020-06-10,4
Democratic Republic of Congo,COD,2020-06-11,4
Democratic Republic of Congo,COD,2020-06-12,4
Democratic Republic of Congo,COD,2020-06-13,4
Democratic Republic of Congo,COD,2020-06-14,4
Democratic Republic of Congo,COD,2020-06-15,4
Democratic Republic of Congo,COD,2020-06-16,4
Democratic Republic of Congo,COD,2020-06-17,4
Democratic Republic of Congo,COD,2020-06-18,4
Democratic Republic of Congo,COD,2020-06-19,4
Democratic Republic of Congo,COD,2020-06-20,4
Democratic Republic of Congo,COD,2020-06-21,4
Democratic Republic of Congo,COD,2020-06-22,4
Democratic Republic of Congo,COD,2020-06-23,4
Democratic Republic of Congo,COD,2020-06-24,4
Democratic Republic of Congo,COD,2020-06-25,4
Democratic Republic of Congo,COD,2020-06-26,4
Democratic Republic of Congo,COD,2020-06-27,4
Democratic Republic of Congo,COD,2020-06-28,4
Democratic Republic of Congo,COD,2020-06-29,4
Democratic Republic of Congo,COD,2020-06-30,4
Democratic Republic of Congo,COD,2020-07-01,4
Democratic Republic of Congo,COD,2020-07-02,4
Democratic Republic of Congo,COD,2020-07-03,4
Democratic Republic of Congo,COD,2020-07-04,4
Democratic Republic of Congo,COD,2020-07-05,4
Democratic Republic of Congo,COD,2020-07-06,4
Democratic Republic of Congo,COD,2020-07-07,4
Democratic Republic of Congo,COD,2020-07-08,4
Democratic Republic of Congo,COD,2020-07-09,4
Democratic Republic of Congo,COD,2020-07-10,4
Democratic Republic of Congo,COD,2020-07-11,4
Democratic Republic of Congo,COD,2020-07-12,4
Democratic Republic of Congo,COD,2020-07-13,4
Democratic Republic of Congo,COD,2020-07-14,4
Democratic Republic of Congo,COD,2020-07-15,4
Democratic Republic of Congo,COD,2020-07-16,4
Democratic Republic of Congo,COD,2020-07-17,4
Democratic Republic of Congo,COD,2020-07-18,4
Democratic Republic of Congo,COD,2020-07-19,4
Democratic Republic of Congo,COD,2020-07-20,4
Democratic Republic of Congo,COD,2020-07-21,4
Democratic Republic of Congo,COD,2020-07-22,4
Democratic Republic of Congo,COD,2020-07-23,4
Democratic Republic of Congo,COD,2020-07-24,4
Democratic Republic of Congo,COD,2020-07-25,4
Democratic Republic of Congo,COD,2020-07-26,4
Democratic Republic of Congo,COD,2020-07-27,4
Democratic Republic of Congo,COD,2020-07-28,4
Democratic Republic of Congo,COD,2020-07-29,4
Democratic Republic of Congo,COD,2020-07-30,4
Democratic Republic of Congo,COD,2020-07-31,4
Democratic Republic of Congo,COD,2020-08-01,4
Democratic Republic of Congo,COD,2020-08-02,4
Democratic Republic of Congo,COD,2020-08-03,4
Democratic Republic of Congo,COD,2020-08-04,4
Democratic Republic of Congo,COD,2020-08-05,4
Democratic Republic of Congo,COD,2020-08-06,4
Democratic Republic of Congo,COD,2020-08-07,4
Democratic Republic of Congo,COD,2020-08-08,4
Democratic Republic of Congo,COD,2020-08-09,4
Democratic Republic of Congo,COD,2020-08-10,4
Democratic Republic of Congo,COD,2020-08-11,4
Democratic Republic of Congo,COD,2020-08-12,4
Democratic Republic of Congo,COD,2020-08-13,4
Democratic Republic of Congo,COD,2020-08-14,4
Democratic Republic of Congo,COD,2020-08-15,2
Democratic Republic of Congo,COD,2020-08-16,2
Democratic Republic of Congo,COD,2020-08-17,2
Democratic Republic of Congo,COD,2020-08-18,2
Democratic Republic of Congo,COD,2020-08-19,2
Democratic Republic of Congo,COD,2020-08-20,2
Democratic Republic of Congo,COD,2020-08-21,2
Democratic Republic of Congo,COD,2020-08-22,2
Democratic Republic of Congo,COD,2020-08-23,2
Democratic Republic of Congo,COD,2020-08-24,2
Democratic Republic of Congo,COD,2020-08-25,2
Democratic Republic of Congo,COD,2020-08-26,2
Democratic Republic of Congo,COD,2020-08-27,2
Democratic Republic of Congo,COD,2020-08-28,2
Democratic Republic of Congo,COD,2020-08-29,2
Democratic Republic of Congo,COD,2020-08-30,2
Democratic Republic of Congo,COD,2020-08-31,2
Democratic Republic of Congo,COD,2020-09-01,2
Democratic Republic of Congo,COD,2020-09-02,2
Democratic Republic of Congo,COD,2020-09-03,2
Democratic Republic of Congo,COD,2020-09-04,2
Democratic Republic of Congo,COD,2020-09-05,2
Democratic Republic of Congo,COD,2020-09-06,2
Democratic Republic of Congo,COD,2020-09-07,2
Democratic Republic of Congo,COD,2020-09-08,2
Democratic Republic of Congo,COD,2020-09-09,2
Democratic Republic of Congo,COD,2020-09-10,2
Democratic Republic of Congo,COD,2020-09-11,2
Democratic Republic of Congo,COD,2020-09-12,2
Democratic Republic of Congo,COD,2020-09-13,2
Democratic Republic of Congo,COD,2020-09-14,2
Democratic Republic of Congo,COD,2020-09-15,2
Democratic Republic of Congo,COD,2020-09-16,2
Democratic Republic of Congo,COD,2020-09-17,2
Democratic Republic of Congo,COD,2020-09-18,2
Democratic Republic of Congo,COD,2020-09-19,2
Democratic Republic of Congo,COD,2020-09-20,2
Democratic Republic of Congo,COD,2020-09-21,2
Democratic Republic of Congo,COD,2020-09-22,2
Democratic Republic of Congo,COD,2020-09-23,2
Democratic Republic of Congo,COD,2020-09-24,1
Democratic Republic of Congo,COD,2020-09-25,1
Democratic Republic of Congo,COD,2020-09-26,1
Democratic Republic of Congo,COD,2020-09-27,1
Democratic Republic of Congo,COD,2020-09-28,1
Democratic Republic of Congo,COD,2020-09-29,1
Democratic Republic of Congo,COD,2020-09-30,1
Democratic Republic of Congo,COD,2020-10-01,1
Democratic Republic of Congo,COD,2020-10-02,1
Democratic Republic of Congo,COD,2020-10-03,1
Democratic Republic of Congo,COD,2020-10-04,1
Democratic Republic of Congo,COD,2020-10-05,1
Democratic Republic of Congo,COD,2020-10-06,1
Democratic Republic of Congo,COD,2020-10-07,1
Democratic Republic of Congo,COD,2020-10-08,1
Democratic Republic of Congo,COD,2020-10-09,2
Democratic Republic of Congo,COD,2020-10-10,2
Democratic Republic of Congo,COD,2020-10-11,2
Democratic Republic of Congo,COD,2020-10-12,2
Democratic Republic of Congo,COD,2020-10-13,2
Democratic Republic of Congo,COD,2020-10-14,2
Democratic Republic of Congo,COD,2020-10-15,2
Democratic Republic of Congo,COD,2020-10-16,2
Democratic Republic of Congo,COD,2020-10-17,2
Democratic Republic of Congo,COD,2020-10-18,2
Democratic Republic of Congo,COD,2020-10-19,2
Democratic Republic of Congo,COD,2020-10-20,1
Democratic Republic of Congo,COD,2020-10-21,1
Democratic Republic of Congo,COD,2020-10-22,1
Democratic Republic of Congo,COD,2020-10-23,1
Democratic Republic of Congo,COD,2020-10-24,1
Democratic Republic of Congo,COD,2020-10-25,1
Democratic Republic of Congo,COD,2020-10-26,1
Democratic Republic of Congo,COD,2020-10-27,2
Democratic Republic of Congo,COD,2020-10-28,2
Democratic Republic of Congo,COD,2020-10-29,2
Democratic Republic of Congo,COD,2020-10-30,2
Democratic Republic of Congo,COD,2020-10-31,2
Democratic Republic of Congo,COD,2020-11-01,2
Democratic Republic of Congo,COD,2020-11-02,2
Democratic Republic of Congo,COD,2020-11-03,2
Democratic Republic of Congo,COD,2020-11-04,2
Democratic Republic of Congo,COD,2020-11-05,2
Democratic Republic of Congo,COD,2020-11-06,2
Democratic Republic of Congo,COD,2020-11-07,2
Democratic Republic of Congo,COD,2020-11-08,2
Democratic Republic of Congo,COD,2020-11-09,2
Democratic Republic of Congo,COD,2020-11-10,2
Democratic Republic of Congo,COD,2020-11-11,2
Democratic Republic of Congo,COD,2020-11-12,2
Democratic Republic of Congo,COD,2020-11-13,2
Democratic Republic of Congo,COD,2020-11-14,2
Democratic Republic of Congo,COD,2020-11-15,2
Democratic Republic of Congo,COD,2020-11-16,2
Democratic Republic of Congo,COD,2020-11-17,2
Democratic Republic of Congo,COD,2020-11-18,2
Democratic Republic of Congo,COD,2020-11-19,2
Democratic Republic of Congo,COD,2020-11-20,2
Democratic Republic of Congo,COD,2020-11-21,2
Democratic Republic of Congo,COD,2020-11-22,2
Denmark,DNK,2020-01-01,0
Denmark,DNK,2020-01-02,0
Denmark,DNK,2020-01-03,0
Denmark,DNK,2020-01-04,0
Denmark,DNK,2020-01-05,0
Denmark,DNK,2020-01-06,0
Denmark,DNK,2020-01-07,0
Denmark,DNK,2020-01-08,0
Denmark,DNK,2020-01-09,0
Denmark,DNK,2020-01-10,0
Denmark,DNK,2020-01-11,0
Denmark,DNK,2020-01-12,0
Denmark,DNK,2020-01-13,0
Denmark,DNK,2020-01-14,0
Denmark,DNK,2020-01-15,0
Denmark,DNK,2020-01-16,0
Denmark,DNK,2020-01-17,0
Denmark,DNK,2020-01-18,0
Denmark,DNK,2020-01-19,0
Denmark,DNK,2020-01-20,0
Denmark,DNK,2020-01-21,0
Denmark,DNK,2020-01-22,0
Denmark,DNK,2020-01-23,0
Denmark,DNK,2020-01-24,0
Denmark,DNK,2020-01-25,0
Denmark,DNK,2020-01-26,0
Denmark,DNK,2020-01-27,0
Denmark,DNK,2020-01-28,0
Denmark,DNK,2020-01-29,0
Denmark,DNK,2020-01-30,0
Denmark,DNK,2020-01-31,0
Denmark,DNK,2020-02-01,0
Denmark,DNK,2020-02-02,0
Denmark,DNK,2020-02-03,0
Denmark,DNK,2020-02-04,0
Denmark,DNK,2020-02-05,0
Denmark,DNK,2020-02-06,0
Denmark,DNK,2020-02-07,0
Denmark,DNK,2020-02-08,0
Denmark,DNK,2020-02-09,0
Denmark,DNK,2020-02-10,0
Denmark,DNK,2020-02-11,0
Denmark,DNK,2020-02-12,0
Denmark,DNK,2020-02-13,0
Denmark,DNK,2020-02-14,0
Denmark,DNK,2020-02-15,0
Denmark,DNK,2020-02-16,0
Denmark,DNK,2020-02-17,0
Denmark,DNK,2020-02-18,0
Denmark,DNK,2020-02-19,0
Denmark,DNK,2020-02-20,0
Denmark,DNK,2020-02-21,0
Denmark,DNK,2020-02-22,0
Denmark,DNK,2020-02-23,0
Denmark,DNK,2020-02-24,0
Denmark,DNK,2020-02-25,0
Denmark,DNK,2020-02-26,0
Denmark,DNK,2020-02-27,0
Denmark,DNK,2020-02-28,0
Denmark,DNK,2020-02-29,0
Denmark,DNK,2020-03-01,0
Denmark,DNK,2020-03-02,0
Denmark,DNK,2020-03-03,2
Denmark,DNK,2020-03-04,2
Denmark,DNK,2020-03-05,2
Denmark,DNK,2020-03-06,2
Denmark,DNK,2020-03-07,2
Denmark,DNK,2020-03-08,2
Denmark,DNK,2020-03-09,2
Denmark,DNK,2020-03-10,2
Denmark,DNK,2020-03-11,3
Denmark,DNK,2020-03-12,3
Denmark,DNK,2020-03-13,3
Denmark,DNK,2020-03-14,4
Denmark,DNK,2020-03-15,4
Denmark,DNK,2020-03-16,4
Denmark,DNK,2020-03-17,4
Denmark,DNK,2020-03-18,4
Denmark,DNK,2020-03-19,4
Denmark,DNK,2020-03-20,4
Denmark,DNK,2020-03-21,4
Denmark,DNK,2020-03-22,4
Denmark,DNK,2020-03-23,4
Denmark,DNK,2020-03-24,4
Denmark,DNK,2020-03-25,4
Denmark,DNK,2020-03-26,4
Denmark,DNK,2020-03-27,4
Denmark,DNK,2020-03-28,4
Denmark,DNK,2020-03-29,4
Denmark,DNK,2020-03-30,4
Denmark,DNK,2020-03-31,4
Denmark,DNK,2020-04-01,4
Denmark,DNK,2020-04-02,4
Denmark,DNK,2020-04-03,4
Denmark,DNK,2020-04-04,4
Denmark,DNK,2020-04-05,4
Denmark,DNK,2020-04-06,4
Denmark,DNK,2020-04-07,4
Denmark,DNK,2020-04-08,4
Denmark,DNK,2020-04-09,4
Denmark,DNK,2020-04-10,4
Denmark,DNK,2020-04-11,4
Denmark,DNK,2020-04-12,4
Denmark,DNK,2020-04-13,4
Denmark,DNK,2020-04-14,4
Denmark,DNK,2020-04-15,4
Denmark,DNK,2020-04-16,4
Denmark,DNK,2020-04-17,4
Denmark,DNK,2020-04-18,4
Denmark,DNK,2020-04-19,4
Denmark,DNK,2020-04-20,4
Denmark,DNK,2020-04-21,4
Denmark,DNK,2020-04-22,4
Denmark,DNK,2020-04-23,4
Denmark,DNK,2020-04-24,4
Denmark,DNK,2020-04-25,4
Denmark,DNK,2020-04-26,4
Denmark,DNK,2020-04-27,4
Denmark,DNK,2020-04-28,4
Denmark,DNK,2020-04-29,4
Denmark,DNK,2020-04-30,4
Denmark,DNK,2020-05-01,4
Denmark,DNK,2020-05-02,4
Denmark,DNK,2020-05-03,4
Denmark,DNK,2020-05-04,4
Denmark,DNK,2020-05-05,4
Denmark,DNK,2020-05-06,4
Denmark,DNK,2020-05-07,4
Denmark,DNK,2020-05-08,4
Denmark,DNK,2020-05-09,4
Denmark,DNK,2020-05-10,4
Denmark,DNK,2020-05-11,4
Denmark,DNK,2020-05-12,4
Denmark,DNK,2020-05-13,4
Denmark,DNK,2020-05-14,4
Denmark,DNK,2020-05-15,4
Denmark,DNK,2020-05-16,4
Denmark,DNK,2020-05-17,4
Denmark,DNK,2020-05-18,4
Denmark,DNK,2020-05-19,4
Denmark,DNK,2020-05-20,4
Denmark,DNK,2020-05-21,4
Denmark,DNK,2020-05-22,4
Denmark,DNK,2020-05-23,4
Denmark,DNK,2020-05-24,4
Denmark,DNK,2020-05-25,3
Denmark,DNK,2020-05-26,3
Denmark,DNK,2020-05-27,3
Denmark,DNK,2020-05-28,3
Denmark,DNK,2020-05-29,3
Denmark,DNK,2020-05-30,3
Denmark,DNK,2020-05-31,3
Denmark,DNK,2020-06-01,3
Denmark,DNK,2020-06-02,3
Denmark,DNK,2020-06-03,3
Denmark,DNK,2020-06-04,3
Denmark,DNK,2020-06-05,3
Denmark,DNK,2020-06-06,3
Denmark,DNK,2020-06-07,3
Denmark,DNK,2020-06-08,3
Denmark,DNK,2020-06-09,3
Denmark,DNK,2020-06-10,3
Denmark,DNK,2020-06-11,3
Denmark,DNK,2020-06-12,3
Denmark,DNK,2020-06-13,3
Denmark,DNK,2020-06-14,3
Denmark,DNK,2020-06-15,3
Denmark,DNK,2020-06-16,3
Denmark,DNK,2020-06-17,3
Denmark,DNK,2020-06-18,3
Denmark,DNK,2020-06-19,3
Denmark,DNK,2020-06-20,3
Denmark,DNK,2020-06-21,3
Denmark,DNK,2020-06-22,3
Denmark,DNK,2020-06-23,3
Denmark,DNK,2020-06-24,3
Denmark,DNK,2020-06-25,3
Denmark,DNK,2020-06-26,3
Denmark,DNK,2020-06-27,3
Denmark,DNK,2020-06-28,3
Denmark,DNK,2020-06-29,3
Denmark,DNK,2020-06-30,3
Denmark,DNK,2020-07-01,3
Denmark,DNK,2020-07-02,3
Denmark,DNK,2020-07-03,3
Denmark,DNK,2020-07-04,3
Denmark,DNK,2020-07-05,3
Denmark,DNK,2020-07-06,3
Denmark,DNK,2020-07-07,3
Denmark,DNK,2020-07-08,3
Denmark,DNK,2020-07-09,3
Denmark,DNK,2020-07-10,3
Denmark,DNK,2020-07-11,3
Denmark,DNK,2020-07-12,3
Denmark,DNK,2020-07-13,3
Denmark,DNK,2020-07-14,3
Denmark,DNK,2020-07-15,3
Denmark,DNK,2020-07-16,3
Denmark,DNK,2020-07-17,3
Denmark,DNK,2020-07-18,3
Denmark,DNK,2020-07-19,3
Denmark,DNK,2020-07-20,3
Denmark,DNK,2020-07-21,3
Denmark,DNK,2020-07-22,3
Denmark,DNK,2020-07-23,3
Denmark,DNK,2020-07-24,3
Denmark,DNK,2020-07-25,3
Denmark,DNK,2020-07-26,3
Denmark,DNK,2020-07-27,3
Denmark,DNK,2020-07-28,3
Denmark,DNK,2020-07-29,3
Denmark,DNK,2020-07-30,3
Denmark,DNK,2020-07-31,3
Denmark,DNK,2020-08-01,3
Denmark,DNK,2020-08-02,3
Denmark,DNK,2020-08-03,3
Denmark,DNK,2020-08-04,3
Denmark,DNK,2020-08-05,3
Denmark,DNK,2020-08-06,3
Denmark,DNK,2020-08-07,3
Denmark,DNK,2020-08-08,3
Denmark,DNK,2020-08-09,3
Denmark,DNK,2020-08-10,3
Denmark,DNK,2020-08-11,3
Denmark,DNK,2020-08-12,3
Denmark,DNK,2020-08-13,3
Denmark,DNK,2020-08-14,3
Denmark,DNK,2020-08-15,3
Denmark,DNK,2020-08-16,3
Denmark,DNK,2020-08-17,3
Denmark,DNK,2020-08-18,3
Denmark,DNK,2020-08-19,3
Denmark,DNK,2020-08-20,3
Denmark,DNK,2020-08-21,3
Denmark,DNK,2020-08-22,3
Denmark,DNK,2020-08-23,3
Denmark,DNK,2020-08-24,3
Denmark,DNK,2020-08-25,3
Denmark,DNK,2020-08-26,3
Denmark,DNK,2020-08-27,3
Denmark,DNK,2020-08-28,3
Denmark,DNK,2020-08-29,3
Denmark,DNK,2020-08-30,3
Denmark,DNK,2020-08-31,3
Denmark,DNK,2020-09-01,3
Denmark,DNK,2020-09-02,3
Denmark,DNK,2020-09-03,3
Denmark,DNK,2020-09-04,3
Denmark,DNK,2020-09-05,3
Denmark,DNK,2020-09-06,3
Denmark,DNK,2020-09-07,3
Denmark,DNK,2020-09-08,3
Denmark,DNK,2020-09-09,3
Denmark,DNK,2020-09-10,3
Denmark,DNK,2020-09-11,3
Denmark,DNK,2020-09-12,3
Denmark,DNK,2020-09-13,3
Denmark,DNK,2020-09-14,3
Denmark,DNK,2020-09-15,3
Denmark,DNK,2020-09-16,3
Denmark,DNK,2020-09-17,3
Denmark,DNK,2020-09-18,3
Denmark,DNK,2020-09-19,3
Denmark,DNK,2020-09-20,3
Denmark,DNK,2020-09-21,3
Denmark,DNK,2020-09-22,3
Denmark,DNK,2020-09-23,3
Denmark,DNK,2020-09-24,3
Denmark,DNK,2020-09-25,3
Denmark,DNK,2020-09-26,3
Denmark,DNK,2020-09-27,3
Denmark,DNK,2020-09-28,3
Denmark,DNK,2020-09-29,3
Denmark,DNK,2020-09-30,3
Denmark,DNK,2020-10-01,3
Denmark,DNK,2020-10-02,3
Denmark,DNK,2020-10-03,3
Denmark,DNK,2020-10-04,3
Denmark,DNK,2020-10-05,3
Denmark,DNK,2020-10-06,3
Denmark,DNK,2020-10-07,3
Denmark,DNK,2020-10-08,3
Denmark,DNK,2020-10-09,3
Denmark,DNK,2020-10-10,3
Denmark,DNK,2020-10-11,3
Denmark,DNK,2020-10-12,3
Denmark,DNK,2020-10-13,3
Denmark,DNK,2020-10-14,3
Denmark,DNK,2020-10-15,3
Denmark,DNK,2020-10-16,3
Denmark,DNK,2020-10-17,3
Denmark,DNK,2020-10-18,3
Denmark,DNK,2020-10-19,3
Denmark,DNK,2020-10-20,3
Denmark,DNK,2020-10-21,3
Denmark,DNK,2020-10-22,3
Denmark,DNK,2020-10-23,3
Denmark,DNK,2020-10-24,3
Denmark,DNK,2020-10-25,3
Denmark,DNK,2020-10-26,3
Denmark,DNK,2020-10-27,3
Denmark,DNK,2020-10-28,3
Denmark,DNK,2020-10-29,3
Denmark,DNK,2020-10-30,3
Denmark,DNK,2020-10-31,3
Denmark,DNK,2020-11-01,3
Denmark,DNK,2020-11-02,3
Denmark,DNK,2020-11-03,3
Denmark,DNK,2020-11-04,3
Denmark,DNK,2020-11-05,3
Denmark,DNK,2020-11-06,3
Denmark,DNK,2020-11-07,3
Denmark,DNK,2020-11-08,3
Denmark,DNK,2020-11-09,3
Denmark,DNK,2020-11-10,3
Denmark,DNK,2020-11-11,3
Denmark,DNK,2020-11-12,3
Denmark,DNK,2020-11-13,3
Denmark,DNK,2020-11-14,3
Denmark,DNK,2020-11-15,3
Denmark,DNK,2020-11-16,3
Denmark,DNK,2020-11-17,3
Denmark,DNK,2020-11-18,3
Denmark,DNK,2020-11-19,3
Denmark,DNK,2020-11-20,3
Denmark,DNK,2020-11-21,3
Denmark,DNK,2020-11-22,3
Denmark,DNK,2020-11-23,3
Denmark,DNK,2020-11-24,3
Djibouti,DJI,2020-01-01,0
Djibouti,DJI,2020-01-02,0
Djibouti,DJI,2020-01-03,0
Djibouti,DJI,2020-01-04,0
Djibouti,DJI,2020-01-05,0
Djibouti,DJI,2020-01-06,0
Djibouti,DJI,2020-01-07,0
Djibouti,DJI,2020-01-08,0
Djibouti,DJI,2020-01-09,0
Djibouti,DJI,2020-01-10,0
Djibouti,DJI,2020-01-11,0
Djibouti,DJI,2020-01-12,0
Djibouti,DJI,2020-01-13,0
Djibouti,DJI,2020-01-14,0
Djibouti,DJI,2020-01-15,0
Djibouti,DJI,2020-01-16,0
Djibouti,DJI,2020-01-17,0
Djibouti,DJI,2020-01-18,0
Djibouti,DJI,2020-01-19,0
Djibouti,DJI,2020-01-20,0
Djibouti,DJI,2020-01-21,0
Djibouti,DJI,2020-01-22,0
Djibouti,DJI,2020-01-23,0
Djibouti,DJI,2020-01-24,0
Djibouti,DJI,2020-01-25,0
